WordA,WordB,binom,alpha_logprob,nonalpha_logprob,model,prompt_value,prompt_text,preference
harpies,keas,harpies and keas,-43.011749267578125,-41.20478439331055,olmo2_1b,0,Next item: ,-1.8069648742675781
bonobos,harpies,bonobos and harpies,-40.69912338256836,-39.96207809448242,olmo2_1b,0,Next item: ,-0.7370452880859375
harpies,koalas,harpies and koalas,-40.64207458496094,-42.41035461425781,olmo2_1b,0,Next item: ,1.768280029296875
harpies,wombats,harpies and wombats,-39.80937194824219,-40.44651412963867,olmo2_1b,0,Next item: ,0.6371421813964844
aardvarks,harpies,aardvarks and harpies,-39.39019012451172,-40.63160705566406,olmo2_1b,0,Next item: ,1.2414169311523438
bonobos,keas,bonobos and keas,-40.3714599609375,-40.31218338012695,olmo2_1b,0,Next item: ,-0.059276580810546875
keas,koalas,keas and koalas,-38.9837646484375,-37.384422302246094,olmo2_1b,0,Next item: ,-1.5993423461914062
keas,sloths,keas and sloths,-41.383522033691406,-38.31209182739258,olmo2_1b,0,Next item: ,-3.071430206298828
keas,wombats,keas and wombats,-43.413658142089844,-35.77178192138672,olmo2_1b,0,Next item: ,-7.641876220703125
keas,lions,keas and lions,-39.67689514160156,-37.32914733886719,olmo2_1b,0,Next item: ,-2.347747802734375
aardvarks,keas,aardvarks and keas,-38.70417785644531,-43.39142608642578,olmo2_1b,0,Next item: ,4.687248229980469
bonobos,wombats,bonobos and wombats,-38.470394134521484,-35.44047546386719,olmo2_1b,0,Next item: ,-3.029918670654297
aardvarks,bonobos,aardvarks and bonobos,-36.76033020019531,-39.78549575805664,olmo2_1b,0,Next item: ,3.025165557861328
ocarinas,vibraphones,ocarinas and vibraphones,-41.72055435180664,-41.595977783203125,olmo2_1b,0,Next item: ,-0.12457656860351562
cymbals,ocarinas,cymbals and ocarinas,-37.18544006347656,-37.621360778808594,olmo2_1b,0,Next item: ,0.43592071533203125
clarinets,ocarinas,clarinets and ocarinas,-36.97679901123047,-37.435977935791016,olmo2_1b,0,Next item: ,0.4591789245605469
cellos,ocarinas,cellos and ocarinas,-42.28267288208008,-39.52400588989258,olmo2_1b,0,Next item: ,-2.7586669921875
didgeridoos,vibraphones,didgeridoos and vibraphones,-42.82904052734375,-42.4455451965332,olmo2_1b,0,Next item: ,-0.3834953308105469
lutes,marimbas,lutes and marimbas,-41.309635162353516,-38.03703689575195,olmo2_1b,0,Next item: ,-3.2725982666015625
kalimbas,lutes,kalimbas and lutes,-41.12908172607422,-43.836669921875,olmo2_1b,0,Next item: ,2.7075881958007812
clarinets,kalimbas,clarinets and kalimbas,-39.58370590209961,-40.6414909362793,olmo2_1b,0,Next item: ,1.0577850341796875
kalimbas,trumpets,kalimbas and trumpets,-39.93744659423828,-40.06129455566406,olmo2_1b,0,Next item: ,0.12384796142578125
cellos,kalimbas,cellos and kalimbas,-42.07390594482422,-41.97781753540039,olmo2_1b,0,Next item: ,-0.09608840942382812
kalimbas,saxophones,kalimbas and saxophones,-40.66859436035156,-39.67982864379883,olmo2_1b,0,Next item: ,-0.9887657165527344
lutes,saxophones,lutes and saxophones,-38.467529296875,-36.1264533996582,olmo2_1b,0,Next item: ,-2.341075897216797
casserole,eagle,casserole and eagle,-42.74658203125,-40.247928619384766,olmo2_1b,0,Next item: ,-2.4986534118652344
kite,linguist,kite and linguist,-41.089263916015625,-41.26597595214844,olmo2_1b,0,Next item: ,0.1767120361328125
algorithm,perfume,algorithm and perfume,-38.83975601196289,-40.34809112548828,olmo2_1b,0,Next item: ,1.5083351135253906
forest,screwdriver,forest and screwdriver,-39.212684631347656,-39.077903747558594,olmo2_1b,0,Next item: ,-0.1347808837890625
slipper,volcano,slipper and volcano,-40.423126220703125,-41.98662567138672,olmo2_1b,0,Next item: ,1.5634994506835938
harmonica,microscope,harmonica and microscope,-39.80293273925781,-39.08705139160156,olmo2_1b,0,Next item: ,-0.71588134765625
cookbook,zenith,cookbook and zenith,-41.9615592956543,-45.053466796875,olmo2_1b,0,Next item: ,3.091907501220703
hammock,hydrogen,hammock and hydrogen,-42.510704040527344,-43.175743103027344,olmo2_1b,0,Next item: ,0.6650390625
neuron,toaster,neuron and toaster,-40.09919357299805,-41.73381423950195,olmo2_1b,0,Next item: ,1.6346206665039062
marshmallow,telescope,marshmallow and telescope,-37.8719482421875,-39.066471099853516,olmo2_1b,0,Next item: ,1.1945228576660156
casserole,optics,casserole and optics,-43.5747184753418,-42.727230072021484,olmo2_1b,0,Next item: ,-0.8474884033203125
comet,encyclopedia,comet and encyclopedia,-38.015201568603516,-37.683135986328125,olmo2_1b,0,Next item: ,-0.3320655822753906
nimbus,waffle,nimbus and waffle,-44.221832275390625,-43.715118408203125,olmo2_1b,0,Next item: ,-0.5067138671875
photon,pumpkin,photon and pumpkin,-38.06151580810547,-40.938392639160156,olmo2_1b,0,Next item: ,2.8768768310546875
lantern,syntax,lantern and syntax,-41.56263732910156,-39.43010711669922,olmo2_1b,0,Next item: ,-2.1325302124023438
echo,vineyard,echo and vineyard,-43.34791946411133,-39.36362838745117,olmo2_1b,0,Next item: ,-3.9842910766601562
nebula,snowman,nebula and snowman,-40.72755432128906,-40.314395904541016,olmo2_1b,0,Next item: ,-0.4131584167480469
botany,teapot,botany and teapot,-42.1021614074707,-38.54537582397461,olmo2_1b,0,Next item: ,-3.5567855834960938
chisel,kaleidoscope,chisel and kaleidoscope,-44.37504577636719,-41.784427642822266,olmo2_1b,0,Next item: ,-2.590618133544922
lava,teacup,lava and teacup,-41.744895935058594,-42.80542755126953,olmo2_1b,0,Next item: ,1.0605316162109375
entropy,orchard,entropy and orchard,-39.73426055908203,-43.23455047607422,olmo2_1b,0,Next item: ,3.5002899169921875
axolotl,vineyard,axolotl and vineyard,-44.31631088256836,-42.01176071166992,olmo2_1b,0,Next item: ,-2.3045501708984375
clockwork,meadow,clockwork and meadow,-41.425357818603516,-41.69721221923828,olmo2_1b,0,Next item: ,0.2718544006347656
algebra,telescope,algebra and telescope,-35.92963790893555,-35.179359436035156,olmo2_1b,0,Next item: ,-0.7502784729003906
arcade,topaz,arcade and topaz,-45.86346435546875,-43.22386169433594,olmo2_1b,0,Next item: ,-2.6396026611328125
asteroid,compass,asteroid and compass,-39.827117919921875,-37.460731506347656,olmo2_1b,0,Next item: ,-2.3663864135742188
bicycle,nebula,bicycle and nebula,-41.924808502197266,-40.569698333740234,olmo2_1b,0,Next item: ,-1.3551101684570312
bungalow,entropy,bungalow and entropy,-43.79740905761719,-43.464874267578125,olmo2_1b,0,Next item: ,-0.3325347900390625
carnation,gnome,carnation and gnome,-41.28032684326172,-45.0608024597168,olmo2_1b,0,Next item: ,3.780475616455078
cinnamon,harmonica,cinnamon and harmonica,-40.17251968383789,-40.657352447509766,olmo2_1b,0,Next item: ,0.484832763671875
coral,syntax,coral and syntax,-40.31394577026367,-37.149688720703125,olmo2_1b,0,Next item: ,-3.164257049560547
dandelion,pendulum,dandelion and pendulum,-44.355464935302734,-39.17402648925781,olmo2_1b,0,Next item: ,-5.181438446044922
delirium,telescope,delirium and telescope,-42.17706298828125,-42.46366882324219,olmo2_1b,0,Next item: ,0.2866058349609375
anchors,sandstorms,anchors and sandstorms,-45.488624572753906,-43.181419372558594,olmo2_1b,0,Next item: ,-2.3072052001953125
scissors,volcanoes,scissors and volcanoes,-39.03853988647461,-40.37739562988281,olmo2_1b,0,Next item: ,1.3388557434082031
equations,lanterns,equations and lanterns,-37.801429748535156,-40.84852600097656,olmo2_1b,0,Next item: ,3.0470962524414062
satellites,tulips,satellites and tulips,-40.32445526123047,-36.376319885253906,olmo2_1b,0,Next item: ,-3.9481353759765625
compasses,hedgehogs,compasses and hedgehogs,-38.30910110473633,-37.460201263427734,olmo2_1b,0,Next item: ,-0.8488998413085938
comets,neckties,comets and neckties,-39.3405647277832,-43.34821701049805,olmo2_1b,0,Next item: ,4.007652282714844
castles,headphones,castles and headphones,-36.98320007324219,-40.12986373901367,olmo2_1b,0,Next item: ,3.1466636657714844
paperclips,pyramids,paperclips and pyramids,-38.01049041748047,-41.98540496826172,olmo2_1b,0,Next item: ,3.97491455078125
constellations,kettles,constellations and kettles,-43.397605895996094,-39.02386474609375,olmo2_1b,0,Next item: ,-4.373741149902344
kaleidoscopes,whales,kaleidoscopes and whales,-38.53921890258789,-45.70292282104492,olmo2_1b,0,Next item: ,7.163703918457031
meadows,pianos,meadows and pianos,-38.82548522949219,-40.91902160644531,olmo2_1b,0,Next item: ,2.093536376953125
magnets,zebras,magnets and zebras,-41.37063980102539,-40.141841888427734,olmo2_1b,0,Next item: ,-1.2287979125976562
parrots,submarines,parrots and submarines,-38.15175247192383,-37.51325225830078,olmo2_1b,0,Next item: ,-0.6385002136230469
crayons,jungles,crayons and jungles,-41.28986358642578,-46.347145080566406,olmo2_1b,0,Next item: ,5.057281494140625
harbor,teapot,harbor and teapot,-44.96531295776367,-40.88472366333008,olmo2_1b,0,Next item: ,-4.080589294433594
notebook,quicksand,notebook and quicksand,-40.4986572265625,-42.42824172973633,olmo2_1b,0,Next item: ,1.9295845031738281
glacier,lantern,glacier and lantern,-40.015464782714844,-40.55119323730469,olmo2_1b,0,Next item: ,0.5357284545898438
microscope,puddle,microscope and puddle,-40.36128616333008,-40.217769622802734,olmo2_1b,0,Next item: ,-0.14351654052734375
compass,swan,compass and swan,-37.749229431152344,-36.94645690917969,olmo2_1b,0,Next item: ,-0.8027725219726562
bonsai,cathedral,bonsai and cathedral,-37.87432861328125,-41.290672302246094,olmo2_1b,0,Next item: ,3.4163436889648438
honeycomb,violin,honeycomb and violin,-38.99347686767578,-40.8978271484375,olmo2_1b,0,Next item: ,1.9043502807617188
sailboat,stadium,sailboat and stadium,-39.93890380859375,-40.82851791381836,olmo2_1b,0,Next item: ,0.8896141052246094
acorns,skyscrapers,acorns and skyscrapers,-42.350154876708984,-41.93834686279297,olmo2_1b,0,Next item: ,-0.4118080139160156
bell,trellis,bell and trellis,-38.511104583740234,-39.06834030151367,olmo2_1b,0,Next item: ,0.5572357177734375
inkwell,kite,inkwell and kite,-41.381317138671875,-42.82729721069336,olmo2_1b,0,Next item: ,1.4459800720214844
foxglove,trombone,foxglove and trombone,-41.241188049316406,-42.530033111572266,olmo2_1b,0,Next item: ,1.2888450622558594
carousel,quill,carousel and quill,-39.01300048828125,-42.34790802001953,olmo2_1b,0,Next item: ,3.3349075317382812
lighthouse,onion,lighthouse and onion,-40.74026107788086,-42.766090393066406,olmo2_1b,0,Next item: ,2.025829315185547
cactus,chessboard,cactus and chessboard,-41.299964904785156,-41.06283950805664,olmo2_1b,0,Next item: ,-0.23712539672851562
gallery,raindrop,gallery and raindrop,-42.31450271606445,-40.738494873046875,olmo2_1b,0,Next item: ,-1.5760078430175781
cricket,plow,cricket and plow,-37.45350646972656,-38.792755126953125,olmo2_1b,0,Next item: ,1.3392486572265625
fresco,gingerbread,fresco and gingerbread,-38.58176803588867,-41.650325775146484,olmo2_1b,0,Next item: ,3.0685577392578125
cello,sunflower,cello and sunflower,-40.790367126464844,-39.49882125854492,olmo2_1b,0,Next item: ,-1.2915458679199219
archway,quilt,archway and quilt,-41.22026062011719,-42.15330123901367,olmo2_1b,0,Next item: ,0.9330406188964844
compass,haystack,compass and haystack,-40.424530029296875,-37.61195755004883,olmo2_1b,0,Next item: ,-2.812572479248047
beacon,millipede,beacon and millipede,-41.110660552978516,-43.85684585571289,olmo2_1b,0,Next item: ,2.746185302734375
parchment,windmill,parchment and windmill,-42.88002395629883,-39.06539535522461,olmo2_1b,0,Next item: ,-3.8146286010742188
candlestick,meadow,candlestick and meadow,-42.11685562133789,-41.15650939941406,olmo2_1b,0,Next item: ,-0.9603462219238281
kiwis,wolverines,kiwis and wolverines,-37.735321044921875,-30.217649459838867,olmo2_1b,1,example: ,-7.517671585083008
kiwis,narwhals,kiwis and narwhals,-33.423194885253906,-32.56451416015625,olmo2_1b,1,example: ,-0.8586807250976562
kiwis,ocelots,kiwis and ocelots,-38.036476135253906,-34.707611083984375,olmo2_1b,1,example: ,-3.3288650512695312
ibex,kiwis,ibex and kiwis,-34.93585205078125,-36.601295471191406,olmo2_1b,1,example: ,1.6654434204101562
harpies,kiwis,harpies and kiwis,-36.45027542114258,-40.935211181640625,olmo2_1b,1,example: ,4.484935760498047
axolotls,wolverines,axolotls and wolverines,-34.926658630371094,-30.721696853637695,olmo2_1b,1,example: ,-4.204961776733398
axolotls,ibex,axolotls and ibex,-36.20585632324219,-37.5784912109375,olmo2_1b,1,example: ,1.3726348876953125
axolotls,harpies,axolotls and harpies,-39.26618194580078,-35.57315444946289,olmo2_1b,1,example: ,-3.6930274963378906
axolotls,keas,axolotls and keas,-35.999149322509766,-38.84488296508789,olmo2_1b,1,example: ,2.845733642578125
axolotls,bonobos,axolotls and bonobos,-35.07026290893555,-33.333953857421875,olmo2_1b,1,example: ,-1.7363090515136719
axolotls,wombats,axolotls and wombats,-35.4647331237793,-33.01909255981445,olmo2_1b,1,example: ,-2.4456405639648438
axolotls,lions,axolotls and lions,-33.483917236328125,-30.156749725341797,olmo2_1b,1,example: ,-3.327167510986328
ocelots,platypuses,ocelots and platypuses,-35.35500717163086,-34.81296157836914,olmo2_1b,1,example: ,-0.5420455932617188
ibex,platypuses,ibex and platypuses,-40.11317443847656,-35.6664924621582,olmo2_1b,1,example: ,-4.446681976318359
harpies,platypuses,harpies and platypuses,-36.60915756225586,-39.1472053527832,olmo2_1b,1,example: ,2.5380477905273438
keas,platypuses,keas and platypuses,-38.36772155761719,-31.816259384155273,olmo2_1b,1,example: ,-6.551462173461914
bonobos,platypuses,bonobos and platypuses,-30.481861114501953,-33.42372131347656,olmo2_1b,1,example: ,2.9418601989746094
harpies,wolverines,harpies and wolverines,-36.12840270996094,-30.640846252441406,olmo2_1b,1,example: ,-5.487556457519531
keas,wolverines,keas and wolverines,-36.360660552978516,-30.294082641601562,olmo2_1b,1,example: ,-6.066577911376953
bonobos,wolverines,bonobos and wolverines,-32.0397834777832,-30.989248275756836,olmo2_1b,1,example: ,-1.0505352020263672
capybaras,ibex,capybaras and ibex,-33.007347106933594,-34.79658126831055,olmo2_1b,1,example: ,1.7892341613769531
capybaras,harpies,capybaras and harpies,-37.242698669433594,-35.384559631347656,olmo2_1b,1,example: ,-1.8581390380859375
capybaras,keas,capybaras and keas,-31.849390029907227,-37.88557815551758,olmo2_1b,1,example: ,6.036188125610352
ibex,narwhals,ibex and narwhals,-37.380584716796875,-33.385860443115234,olmo2_1b,1,example: ,-3.9947242736816406
harpies,narwhals,harpies and narwhals,-35.610435485839844,-33.15398406982422,olmo2_1b,1,example: ,-2.456451416015625
keas,narwhals,keas and narwhals,-37.028717041015625,-35.24444580078125,olmo2_1b,1,example: ,-1.784271240234375
ibex,ocelots,ibex and ocelots,-36.140010833740234,-32.78000259399414,olmo2_1b,1,example: ,-3.3600082397460938
keas,ocelots,keas and ocelots,-36.97750473022461,-33.88362503051758,olmo2_1b,1,example: ,-3.0938796997070312
bonobos,ocelots,bonobos and ocelots,-31.98849868774414,-32.850154876708984,olmo2_1b,1,example: ,0.8616561889648438
harpies,ibex,harpies and ibex,-35.413482666015625,-39.82259750366211,olmo2_1b,1,example: ,4.409114837646484
ibex,keas,ibex and keas,-36.72768020629883,-35.4046745300293,olmo2_1b,1,example: ,-1.3230056762695312
bonobos,ibex,bonobos and ibex,-34.90440368652344,-32.8191032409668,olmo2_1b,1,example: ,-2.0853004455566406
ibex,koalas,ibex and koalas,-34.49545669555664,-30.513795852661133,olmo2_1b,1,example: ,-3.981660842895508
ibex,sloths,ibex and sloths,-33.74625778198242,-33.75434875488281,olmo2_1b,1,example: ,0.008090972900390625
aardvarks,ibex,aardvarks and ibex,-32.624935150146484,-33.867435455322266,olmo2_1b,1,example: ,1.2425003051757812
harpies,keas,harpies and keas,-37.24578857421875,-36.71166229248047,olmo2_1b,1,example: ,-0.5341262817382812
bonobos,harpies,bonobos and harpies,-35.8130989074707,-37.71156692504883,olmo2_1b,1,example: ,1.898468017578125
harpies,koalas,harpies and koalas,-35.886356353759766,-35.13430404663086,olmo2_1b,1,example: ,-0.7520523071289062
harpies,wombats,harpies and wombats,-36.795108795166016,-36.92955780029297,olmo2_1b,1,example: ,0.13444900512695312
aardvarks,harpies,aardvarks and harpies,-34.18795394897461,-35.69753646850586,olmo2_1b,1,example: ,1.50958251953125
bonobos,keas,bonobos and keas,-33.29692840576172,-35.24222946166992,olmo2_1b,1,example: ,1.9453010559082031
keas,koalas,keas and koalas,-32.5107421875,-29.2031307220459,olmo2_1b,1,example: ,-3.3076114654541016
keas,sloths,keas and sloths,-35.428218841552734,-32.30888748168945,olmo2_1b,1,example: ,-3.1193313598632812
keas,wombats,keas and wombats,-38.57150650024414,-30.93793487548828,olmo2_1b,1,example: ,-7.633571624755859
keas,lions,keas and lions,-33.952518463134766,-31.17243003845215,olmo2_1b,1,example: ,-2.780088424682617
aardvarks,keas,aardvarks and keas,-31.77959632873535,-37.688262939453125,olmo2_1b,1,example: ,5.908666610717773
bonobos,wombats,bonobos and wombats,-31.04395294189453,-31.08656883239746,olmo2_1b,1,example: ,0.04261589050292969
aardvarks,bonobos,aardvarks and bonobos,-29.543682098388672,-30.74846839904785,olmo2_1b,1,example: ,1.2047863006591797
ocarinas,vibraphones,ocarinas and vibraphones,-32.778221130371094,-34.992034912109375,olmo2_1b,1,example: ,2.2138137817382812
cymbals,ocarinas,cymbals and ocarinas,-32.032432556152344,-29.066469192504883,olmo2_1b,1,example: ,-2.965963363647461
clarinets,ocarinas,clarinets and ocarinas,-29.45729637145996,-28.011659622192383,olmo2_1b,1,example: ,-1.4456367492675781
cellos,ocarinas,cellos and ocarinas,-33.942771911621094,-30.135099411010742,olmo2_1b,1,example: ,-3.8076725006103516
didgeridoos,vibraphones,didgeridoos and vibraphones,-32.79113006591797,-35.131141662597656,olmo2_1b,1,example: ,2.3400115966796875
lutes,marimbas,lutes and marimbas,-34.56700897216797,-29.68422508239746,olmo2_1b,1,example: ,-4.882783889770508
kalimbas,lutes,kalimbas and lutes,-37.069000244140625,-37.10973358154297,olmo2_1b,1,example: ,0.04073333740234375
clarinets,kalimbas,clarinets and kalimbas,-31.940866470336914,-35.6224365234375,olmo2_1b,1,example: ,3.681570053100586
kalimbas,trumpets,kalimbas and trumpets,-34.20623779296875,-30.735137939453125,olmo2_1b,1,example: ,-3.471099853515625
cellos,kalimbas,cellos and kalimbas,-34.702457427978516,-35.573822021484375,olmo2_1b,1,example: ,0.8713645935058594
kalimbas,saxophones,kalimbas and saxophones,-35.04508590698242,-32.13312911987305,olmo2_1b,1,example: ,-2.911956787109375
lutes,saxophones,lutes and saxophones,-32.56950378417969,-30.104141235351562,olmo2_1b,1,example: ,-2.465362548828125
casserole,eagle,casserole and eagle,-37.114601135253906,-33.34503173828125,olmo2_1b,1,example: ,-3.7695693969726562
kite,linguist,kite and linguist,-33.98634719848633,-34.53797912597656,olmo2_1b,1,example: ,0.5516319274902344
algorithm,perfume,algorithm and perfume,-33.064239501953125,-33.40871047973633,olmo2_1b,1,example: ,0.3444709777832031
forest,screwdriver,forest and screwdriver,-32.82363510131836,-32.88290786743164,olmo2_1b,1,example: ,0.05927276611328125
slipper,volcano,slipper and volcano,-34.654052734375,-35.12097930908203,olmo2_1b,1,example: ,0.46692657470703125
harmonica,microscope,harmonica and microscope,-33.504032135009766,-33.58940124511719,olmo2_1b,1,example: ,0.08536911010742188
cookbook,zenith,cookbook and zenith,-35.531551361083984,-39.415828704833984,olmo2_1b,1,example: ,3.88427734375
hammock,hydrogen,hammock and hydrogen,-36.99422836303711,-37.883544921875,olmo2_1b,1,example: ,0.8893165588378906
neuron,toaster,neuron and toaster,-32.81974411010742,-32.942352294921875,olmo2_1b,1,example: ,0.12260818481445312
marshmallow,telescope,marshmallow and telescope,-31.19842529296875,-33.18426513671875,olmo2_1b,1,example: ,1.98583984375
casserole,optics,casserole and optics,-40.45755386352539,-37.74287033081055,olmo2_1b,1,example: ,-2.7146835327148438
comet,encyclopedia,comet and encyclopedia,-30.857620239257812,-32.751808166503906,olmo2_1b,1,example: ,1.8941879272460938
nimbus,waffle,nimbus and waffle,-36.253177642822266,-38.69702911376953,olmo2_1b,1,example: ,2.4438514709472656
photon,pumpkin,photon and pumpkin,-30.761127471923828,-32.456260681152344,olmo2_1b,1,example: ,1.6951332092285156
lantern,syntax,lantern and syntax,-35.964439392089844,-33.511444091796875,olmo2_1b,1,example: ,-2.4529953002929688
echo,vineyard,echo and vineyard,-40.91178894042969,-33.64561462402344,olmo2_1b,1,example: ,-7.26617431640625
nebula,snowman,nebula and snowman,-33.2921257019043,-32.71931838989258,olmo2_1b,1,example: ,-0.5728073120117188
botany,teapot,botany and teapot,-34.2990837097168,-33.952186584472656,olmo2_1b,1,example: ,-0.3468971252441406
chisel,kaleidoscope,chisel and kaleidoscope,-38.728477478027344,-36.60079574584961,olmo2_1b,1,example: ,-2.1276817321777344
lava,teacup,lava and teacup,-32.55472183227539,-36.850337982177734,olmo2_1b,1,example: ,4.295616149902344
entropy,orchard,entropy and orchard,-32.3910026550293,-35.21221160888672,olmo2_1b,1,example: ,2.821208953857422
axolotl,vineyard,axolotl and vineyard,-37.39982604980469,-36.398189544677734,olmo2_1b,1,example: ,-1.0016365051269531
clockwork,meadow,clockwork and meadow,-35.5742073059082,-36.408111572265625,olmo2_1b,1,example: ,0.8339042663574219
algebra,telescope,algebra and telescope,-30.5865478515625,-30.973865509033203,olmo2_1b,1,example: ,0.3873176574707031
arcade,topaz,arcade and topaz,-37.01179122924805,-37.854835510253906,olmo2_1b,1,example: ,0.8430442810058594
asteroid,compass,asteroid and compass,-31.718435287475586,-31.05196189880371,olmo2_1b,1,example: ,-0.666473388671875
bicycle,nebula,bicycle and nebula,-33.43829345703125,-33.051300048828125,olmo2_1b,1,example: ,-0.386993408203125
bungalow,entropy,bungalow and entropy,-37.95741653442383,-37.6822395324707,olmo2_1b,1,example: ,-0.275177001953125
carnation,gnome,carnation and gnome,-35.32585906982422,-37.36033248901367,olmo2_1b,1,example: ,2.034473419189453
cinnamon,harmonica,cinnamon and harmonica,-34.378807067871094,-33.72090148925781,olmo2_1b,1,example: ,-0.6579055786132812
coral,syntax,coral and syntax,-31.934871673583984,-30.485767364501953,olmo2_1b,1,example: ,-1.4491043090820312
dandelion,pendulum,dandelion and pendulum,-35.85816192626953,-31.382108688354492,olmo2_1b,1,example: ,-4.476053237915039
delirium,telescope,delirium and telescope,-36.05717849731445,-36.32808303833008,olmo2_1b,1,example: ,0.270904541015625
anchors,sandstorms,anchors and sandstorms,-39.85886764526367,-38.430702209472656,olmo2_1b,1,example: ,-1.4281654357910156
scissors,volcanoes,scissors and volcanoes,-31.829710006713867,-33.13544845581055,olmo2_1b,1,example: ,1.3057384490966797
equations,lanterns,equations and lanterns,-34.85450744628906,-36.638954162597656,olmo2_1b,1,example: ,1.7844467163085938
satellites,tulips,satellites and tulips,-33.70829772949219,-29.199604034423828,olmo2_1b,1,example: ,-4.508693695068359
compasses,hedgehogs,compasses and hedgehogs,-33.06229019165039,-31.239917755126953,olmo2_1b,1,example: ,-1.8223724365234375
comets,neckties,comets and neckties,-39.56904220581055,-39.39411544799805,olmo2_1b,1,example: ,-0.1749267578125
castles,headphones,castles and headphones,-32.68502426147461,-31.923625946044922,olmo2_1b,1,example: ,-0.7613983154296875
paperclips,pyramids,paperclips and pyramids,-33.534584045410156,-30.722057342529297,olmo2_1b,1,example: ,-2.8125267028808594
constellations,kettles,constellations and kettles,-38.3532600402832,-35.279296875,olmo2_1b,1,example: ,-3.073963165283203
kaleidoscopes,whales,kaleidoscopes and whales,-34.04454803466797,-38.723350524902344,olmo2_1b,1,example: ,4.678802490234375
meadows,pianos,meadows and pianos,-33.75764846801758,-35.06755447387695,olmo2_1b,1,example: ,1.309906005859375
magnets,zebras,magnets and zebras,-33.3363037109375,-34.17334747314453,olmo2_1b,1,example: ,0.8370437622070312
parrots,submarines,parrots and submarines,-29.897829055786133,-28.857200622558594,olmo2_1b,1,example: ,-1.040628433227539
crayons,jungles,crayons and jungles,-36.22472381591797,-39.00952911376953,olmo2_1b,1,example: ,2.7848052978515625
harbor,teapot,harbor and teapot,-36.13182830810547,-33.16166687011719,olmo2_1b,1,example: ,-2.9701614379882812
notebook,quicksand,notebook and quicksand,-35.63365936279297,-34.472007751464844,olmo2_1b,1,example: ,-1.161651611328125
glacier,lantern,glacier and lantern,-33.93138885498047,-35.08421325683594,olmo2_1b,1,example: ,1.1528244018554688
microscope,puddle,microscope and puddle,-32.8485107421875,-34.04344177246094,olmo2_1b,1,example: ,1.1949310302734375
compass,swan,compass and swan,-30.039358139038086,-31.228710174560547,olmo2_1b,1,example: ,1.189352035522461
bonsai,cathedral,bonsai and cathedral,-30.9428653717041,-36.2468376159668,olmo2_1b,1,example: ,5.303972244262695
honeycomb,violin,honeycomb and violin,-30.247005462646484,-32.947879791259766,olmo2_1b,1,example: ,2.7008743286132812
sailboat,stadium,sailboat and stadium,-32.44448471069336,-34.996337890625,olmo2_1b,1,example: ,2.5518531799316406
acorns,skyscrapers,acorns and skyscrapers,-32.706382751464844,-35.84024429321289,olmo2_1b,1,example: ,3.133861541748047
bell,trellis,bell and trellis,-32.294334411621094,-30.50551986694336,olmo2_1b,1,example: ,-1.7888145446777344
inkwell,kite,inkwell and kite,-33.45718002319336,-33.89303970336914,olmo2_1b,1,example: ,0.43585968017578125
foxglove,trombone,foxglove and trombone,-33.983211517333984,-36.83860778808594,olmo2_1b,1,example: ,2.855396270751953
carousel,quill,carousel and quill,-34.04734802246094,-34.15925979614258,olmo2_1b,1,example: ,0.11191177368164062
lighthouse,onion,lighthouse and onion,-33.12323760986328,-33.968170166015625,olmo2_1b,1,example: ,0.8449325561523438
cactus,chessboard,cactus and chessboard,-30.363588333129883,-32.42512893676758,olmo2_1b,1,example: ,2.0615406036376953
gallery,raindrop,gallery and raindrop,-35.72350311279297,-33.92906188964844,olmo2_1b,1,example: ,-1.7944412231445312
cricket,plow,cricket and plow,-32.592159271240234,-32.87290954589844,olmo2_1b,1,example: ,0.2807502746582031
fresco,gingerbread,fresco and gingerbread,-34.229576110839844,-34.14778518676758,olmo2_1b,1,example: ,-0.08179092407226562
cello,sunflower,cello and sunflower,-33.36919403076172,-31.98183822631836,olmo2_1b,1,example: ,-1.3873558044433594
archway,quilt,archway and quilt,-35.70112991333008,-35.71235656738281,olmo2_1b,1,example: ,0.011226654052734375
compass,haystack,compass and haystack,-33.773284912109375,-29.95724105834961,olmo2_1b,1,example: ,-3.8160438537597656
beacon,millipede,beacon and millipede,-34.53783416748047,-38.02029037475586,olmo2_1b,1,example: ,3.4824562072753906
parchment,windmill,parchment and windmill,-38.490814208984375,-34.968589782714844,olmo2_1b,1,example: ,-3.5222244262695312
candlestick,meadow,candlestick and meadow,-33.84238815307617,-34.814964294433594,olmo2_1b,1,example: ,0.9725761413574219
kiwis,wolverines,kiwis and wolverines,-40.31044387817383,-34.84651184082031,olmo2_1b,2,instance: ,-5.463932037353516
kiwis,narwhals,kiwis and narwhals,-35.93938064575195,-37.57304382324219,olmo2_1b,2,instance: ,1.6336631774902344
kiwis,ocelots,kiwis and ocelots,-41.43516540527344,-37.532203674316406,olmo2_1b,2,instance: ,-3.9029617309570312
ibex,kiwis,ibex and kiwis,-39.329010009765625,-39.086769104003906,olmo2_1b,2,instance: ,-0.24224090576171875
harpies,kiwis,harpies and kiwis,-38.75104904174805,-43.566707611083984,olmo2_1b,2,instance: ,4.8156585693359375
axolotls,wolverines,axolotls and wolverines,-44.87080001831055,-36.52512741088867,olmo2_1b,2,instance: ,-8.345672607421875
axolotls,ibex,axolotls and ibex,-44.95676803588867,-41.1267204284668,olmo2_1b,2,instance: ,-3.830047607421875
